dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
2011-04-22,Summer,2011,Apr,14,0,Monday,Light_rainsnow,0.34,0.3182,87.0,0.2537,3,33,36,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,15,0,Monday,Light_rainsnow,0.34,0.3333,87.0,0.19399999999999998,13,62,75,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,16,0,Monday,Light_rainsnow,0.34,0.3333,87.0,0.1343,4,58,62,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,17,0,Monday,Light_rainsnow,0.32,0.303,93.0,0.2239,6,63,69,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,18,0,Monday,Light_rainsnow,0.32,0.303,93.0,0.2239,4,47,51,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,19,0,Monday,Light_rainsnow,0.32,0.303,93.0,0.2239,7,48,55,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,20,0,Monday,Light_rainsnow,0.32,0.303,87.0,0.2239,8,39,47,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,21,0,Monday,Light_rainsnow,0.3,0.303,93.0,0.1642,5,23,28,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,22,0,Monday,Light_rainsnow,0.3,0.303,100.0,0.1343,3,21,24,workingday,Terlalu Lembab
2011-04-22,Summer,2011,Apr,23,0,Monday,Light_rainsnow,0.32,0.3333,93.0,0.1045,0,17,17,workingday,Terlalu Lembab
2011-04-23,Summer,2011,Apr,0,0,Sunday,Misty,0.32,0.3182,100.0,0.19399999999999998,0,18,18,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,1,0,Sunday,Misty,0.32,0.3182,100.0,0.19399999999999998,5,11,16,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,2,0,Sunday,Light_rainsnow,0.32,0.3333,100.0,0.1343,3,14,17,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,3,0,Sunday,Light_rainsnow,0.32,0.3333,100.0,0.0896,0,4,4,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,4,0,Sunday,Light_rainsnow,0.34,0.3636,100.0,0.0,2,3,5,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,5,0,Sunday,Light_rainsnow,0.34,0.3636,100.0,0.0,1,6,7,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,6,0,Sunday,Misty,0.34,0.3333,100.0,0.1642,0,11,11,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,7,0,Sunday,Light_rainsnow,0.34,0.3333,100.0,0.1642,2,17,19,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,8,0,Sunday,Misty,0.36,0.3333,100.0,0.2537,15,32,47,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,9,0,Sunday,Misty,0.38,0.3939,94.0,0.2985,13,55,68,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,10,0,Sunday,Misty,0.42,0.4242,88.0,0.2239,36,93,129,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,11,0,Sunday,Misty,0.46,0.4545,88.0,0.2239,68,164,232,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,12,0,Sunday,Clear,0.52,0.5,83.0,0.4179,94,197,291,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,13,0,Sunday,Clear,0.52,0.5,83.0,0.3881,126,186,312,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,14,0,Sunday,Clear,0.58,0.5455,78.0,0.3582,182,209,391,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,15,0,Sunday,Clear,0.6,0.5909,73.0,0.3881,171,226,397,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,16,0,Sunday,Clear,0.6,0.5909,73.0,0.2836,180,246,426,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,17,0,Sunday,Clear,0.6,0.5909,73.0,0.3284,168,215,383,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,18,0,Sunday,Clear,0.58,0.5455,78.0,0.19399999999999998,149,227,376,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,19,0,Sunday,Clear,0.56,0.5303,83.0,0.2836,84,199,283,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,20,0,Sunday,Misty,0.54,0.5152,88.0,0.2537,45,138,183,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,21,0,Sunday,Misty,0.56,0.5303,83.0,0.2836,32,103,135,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,22,0,Sunday,Misty,0.58,0.5455,78.0,0.2537,55,114,169,weekend,Terlalu Lembab
2011-04-23,Summer,2011,Apr,23,0,Sunday,Misty,0.54,0.5152,88.0,0.1642,31,86,117,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,0,0,Sunday,Clear,0.52,0.5,83.0,0.2239,30,66,96,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,1,0,Sunday,Clear,0.5,0.4848,88.0,0.19399999999999998,14,40,54,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,2,0,Sunday,Clear,0.5,0.4848,88.0,0.19399999999999998,27,45,72,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,3,0,Sunday,Clear,0.5,0.4848,94.0,0.0896,4,20,24,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,4,0,Sunday,Clear,0.5,0.4848,94.0,0.0896,0,5,5,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,5,0,Sunday,Clear,0.5,0.4848,94.0,0.0896,5,7,12,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,6,0,Sunday,Misty,0.5,0.4848,100.0,0.0,10,3,13,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,7,0,Sunday,Misty,0.5,0.4848,100.0,0.0,16,11,27,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,8,0,Sunday,Clear,0.52,0.5,94.0,0.2239,38,42,80,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,9,0,Sunday,Clear,0.56,0.5303,88.0,0.2537,73,104,177,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,10,0,Sunday,Clear,0.6,0.5758,78.0,0.1642,118,171,289,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,11,0,Sunday,Clear,0.66,0.6212,65.0,0.1343,124,193,317,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,12,0,Sunday,Clear,0.68,0.6364,65.0,0.2537,168,220,388,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,13,0,Sunday,Clear,0.7,0.6515,57.99999999999999,0.2836,205,236,441,weekend,Ideal
2011-04-24,Summer,2011,Apr,14,0,Sunday,Clear,0.7,0.6515,54.0,0.3284,197,223,420,weekend,Ideal
2011-04-24,Summer,2011,Apr,15,0,Sunday,Clear,0.66,0.6212,61.0,0.2537,167,202,369,weekend,Ideal
2011-04-24,Summer,2011,Apr,16,0,Sunday,Clear,0.74,0.6667,48.0,0.3881,162,197,359,weekend,Ideal
2011-04-24,Summer,2011,Apr,17,0,Sunday,Clear,0.66,0.6212,65.0,0.2985,142,189,331,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,18,0,Sunday,Clear,0.64,0.6061,69.0,0.1642,96,174,270,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,19,0,Sunday,Light_rainsnow,0.6,0.5606,83.0,0.2836,62,132,194,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,20,0,Sunday,Light_rainsnow,0.6,0.5606,83.0,0.2836,34,71,105,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,21,0,Sunday,Light_rainsnow,0.54,0.5152,94.0,0.1642,8,53,61,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,22,0,Sunday,Light_rainsnow,0.54,0.5152,100.0,0.1642,5,40,45,weekend,Terlalu Lembab
2011-04-24,Summer,2011,Apr,23,0,Sunday,Light_rainsnow,0.54,0.5152,100.0,0.0896,5,37,42,weekend,Terlalu Lembab
2011-04-25,Summer,2011,Apr,0,0,Monday,Light_rainsnow,0.52,0.5,100.0,0.0,2,10,12,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,1,0,Monday,Clear,0.54,0.5152,100.0,0.0896,2,8,10,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,2,0,Monday,Clear,0.54,0.5152,100.0,0.0896,1,9,10,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,3,0,Monday,Misty,0.5,0.4848,100.0,0.1045,2,8,10,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,4,0,Monday,Misty,0.52,0.5,100.0,0.0,1,4,5,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,5,0,Monday,Misty,0.46,0.4545,100.0,0.0,3,14,17,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,6,0,Monday,Misty,0.5,0.4848,100.0,0.0,7,59,66,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,7,0,Monday,Misty,0.52,0.5,100.0,0.0896,13,183,196,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,8,0,Monday,Clear,0.56,0.5303,88.0,0.1045,27,326,353,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,9,0,Monday,Clear,0.6,0.5606,83.0,0.1343,27,147,174,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,10,0,Monday,Clear,0.64,0.6061,73.0,0.2239,61,64,125,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,11,0,Monday,Clear,0.64,0.6061,73.0,0.2239,53,94,147,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,12,0,Monday,Clear,0.66,0.6212,74.0,0.2537,48,140,188,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,13,0,Monday,Clear,0.7,0.6515,65.0,0.2239,57,146,203,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,14,0,Monday,Clear,0.72,0.6667,54.0,0.2239,47,99,146,workingday,Ideal
2011-04-25,Summer,2011,Apr,15,0,Monday,Clear,0.74,0.6667,51.0,0.2239,50,125,175,workingday,Ideal
2011-04-25,Summer,2011,Apr,16,0,Monday,Clear,0.7,0.6515,54.0,0.3582,41,198,239,workingday,Ideal
2011-04-25,Summer,2011,Apr,17,0,Monday,Clear,0.7,0.6515,54.0,0.2985,80,441,521,workingday,Ideal
2011-04-25,Summer,2011,Apr,18,0,Monday,Clear,0.68,0.6364,56.99999999999999,0.3582,74,425,499,workingday,Ideal
2011-04-25,Summer,2011,Apr,19,0,Monday,Clear,0.66,0.6212,56.99999999999999,0.3284,62,320,382,workingday,Ideal
2011-04-25,Summer,2011,Apr,20,0,Monday,Clear,0.66,0.6212,61.0,0.2836,42,195,237,workingday,Ideal
2011-04-25,Summer,2011,Apr,21,0,Monday,Clear,0.62,0.6061,69.0,0.2537,41,149,190,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,22,0,Monday,Clear,0.6,0.5909,73.0,0.2985,23,83,106,workingday,Terlalu Lembab
2011-04-25,Summer,2011,Apr,23,0,Monday,Clear,0.58,0.5455,78.0,0.2836,9,53,62,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,0,0,Monday,Clear,0.62,0.6061,69.0,0.2836,10,17,27,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,1,0,Monday,Clear,0.62,0.5909,73.0,0.2836,16,5,21,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,2,0,Monday,Clear,0.56,0.5303,83.0,0.3284,17,9,26,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,3,0,Monday,Clear,0.54,0.5152,88.0,0.2836,17,4,21,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,4,0,Monday,Clear,0.56,0.5303,83.0,0.2537,2,4,6,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,5,0,Monday,Clear,0.54,0.5152,88.0,0.2537,0,16,16,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,6,0,Monday,Clear,0.56,0.5303,88.0,0.2239,0,80,80,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,7,0,Monday,Clear,0.58,0.5455,83.0,0.2985,16,254,270,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,8,0,Monday,Clear,0.58,0.5455,83.0,0.2985,32,417,449,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,9,0,Monday,Clear,0.64,0.6061,73.0,0.3582,35,164,199,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,10,0,Monday,Clear,0.66,0.6212,69.0,0.3582,22,98,120,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,11,0,Monday,Clear,0.68,0.6364,65.0,0.3881,40,132,172,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,12,0,Monday,Clear,0.7,0.6515,61.0,0.4179,40,146,186,workingday,Ideal
2011-04-26,Summer,2011,Apr,13,0,Monday,Clear,0.74,0.6667,51.0,0.4478,37,139,176,workingday,Ideal
2011-04-26,Summer,2011,Apr,14,0,Monday,Clear,0.72,0.6667,57.99999999999999,0.3284,40,115,155,workingday,Ideal
2011-04-26,Summer,2011,Apr,15,0,Monday,Clear,0.7,0.6515,61.0,0.3582,34,119,153,workingday,Ideal
2011-04-26,Summer,2011,Apr,16,0,Monday,Clear,0.7,0.6515,57.99999999999999,0.3881,40,251,291,workingday,Ideal
2011-04-26,Summer,2011,Apr,17,0,Monday,Clear,0.68,0.6364,61.0,0.3582,66,455,521,workingday,Ideal
2011-04-26,Summer,2011,Apr,18,0,Monday,Clear,0.68,0.6364,65.0,0.4478,65,463,528,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,19,0,Monday,Clear,0.64,0.6061,73.0,0.4179,42,286,328,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,20,0,Monday,Clear,0.64,0.6061,73.0,0.3582,35,199,234,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,21,0,Monday,Clear,0.62,0.5909,78.0,0.2836,33,162,195,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,22,0,Monday,Misty,0.6,0.5606,83.0,0.19399999999999998,32,116,148,workingday,Terlalu Lembab
2011-04-26,Summer,2011,Apr,23,0,Monday,Misty,0.6,0.5606,83.0,0.2239,7,71,78,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,0,0,Monday,Clear,0.6,0.5606,83.0,0.2239,3,24,27,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,1,0,Monday,Clear,0.6,0.5606,83.0,0.2537,2,15,17,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,2,0,Monday,Clear,0.58,0.5455,88.0,0.2537,0,5,5,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,3,0,Monday,Misty,0.58,0.5455,88.0,0.2836,3,4,7,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,4,0,Monday,Clear,0.56,0.5303,94.0,0.2239,0,6,6,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,5,0,Monday,Misty,0.56,0.5303,94.0,0.2537,1,16,17,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,6,0,Monday,Clear,0.56,0.5303,94.0,0.2537,5,79,84,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,7,0,Monday,Misty,0.58,0.5455,88.0,0.2836,17,229,246,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,8,0,Monday,Misty,0.58,0.5455,88.0,0.3284,31,413,444,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,9,0,Monday,Misty,0.6,0.5455,88.0,0.4179,20,161,181,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,10,0,Monday,Misty,0.62,0.5758,83.0,0.2836,26,66,92,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,11,0,Monday,Misty,0.64,0.5909,78.0,0.2836,53,103,156,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,12,0,Monday,Clear,0.66,0.6061,78.0,0.3284,38,135,173,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,13,0,Monday,Clear,0.64,0.5909,78.0,0.2985,31,119,150,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,14,0,Monday,Clear,0.68,0.6364,74.0,0.2836,29,119,148,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,15,0,Monday,Clear,0.7,0.6515,65.0,0.4925,18,120,138,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,16,0,Monday,Clear,0.7,0.6515,70.0,0.3881,29,189,218,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,17,0,Monday,Light_rainsnow,0.66,0.6061,83.0,0.3881,63,458,521,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,18,0,Monday,Light_rainsnow,0.66,0.6061,83.0,0.3881,46,366,412,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,19,0,Monday,Clear,0.62,0.5909,78.0,0.2836,40,220,260,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,20,0,Monday,Clear,0.64,0.5758,83.0,0.3284,30,188,218,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,21,0,Monday,Clear,0.62,0.5606,88.0,0.2836,19,126,145,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,22,0,Monday,Misty,0.62,0.5606,88.0,0.3284,18,111,129,workingday,Terlalu Lembab
2011-04-27,Summer,2011,Apr,23,0,Monday,Misty,0.62,0.5606,88.0,0.3582,25,53,78,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,0,0,Monday,Clear,0.64,0.5909,78.0,0.3582,13,41,54,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,1,0,Monday,Misty,0.62,0.5758,83.0,0.3881,8,12,20,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,2,0,Monday,Misty,0.62,0.5758,83.0,0.4478,14,7,21,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,3,0,Monday,Misty,0.64,0.5909,78.0,0.3881,2,1,3,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,4,0,Monday,Misty,0.62,0.5758,83.0,0.4179,4,5,9,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,5,0,Monday,Misty,0.62,0.5758,83.0,0.3881,0,13,13,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,6,0,Monday,Misty,0.64,0.5909,78.0,0.4627,7,79,86,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,7,0,Monday,Misty,0.64,0.5909,78.0,0.4478,14,201,215,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,8,0,Monday,Misty,0.66,0.6061,78.0,0.4478,31,367,398,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,9,0,Monday,Light_rainsnow,0.62,0.5606,88.0,0.3284,18,165,183,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,10,0,Monday,Misty,0.62,0.5606,88.0,0.2836,9,45,54,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,11,0,Monday,Misty,0.62,0.5758,83.0,0.2836,10,74,84,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,12,0,Monday,Misty,0.62,0.5909,78.0,0.2537,23,84,107,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,13,0,Monday,Misty,0.62,0.5758,83.0,0.2985,18,103,121,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,14,0,Monday,Clear,0.62,0.5758,83.0,0.2985,21,121,142,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,15,0,Monday,Clear,0.66,0.6212,69.0,0.3284,46,117,163,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,16,0,Monday,Clear,0.62,0.5909,78.0,0.2537,42,228,270,workingday,Terlalu Lembab
2011-04-28,Summer,2011,Apr,17,0,Monday,Clear,0.64,0.6212,47.0,0.3582,49,406,455,workingday,Ideal
2011-04-28,Summer,2011,Apr,18,0,Monday,Clear,0.64,0.6212,47.0,0.3582,44,486,530,workingday,Ideal
2011-04-28,Summer,2011,Apr,19,0,Monday,Clear,0.62,0.6212,43.0,0.2985,57,347,404,workingday,Terlalu kering
2011-04-28,Summer,2011,Apr,20,0,Monday,Clear,0.58,0.5455,43.0,0.2239,49,220,269,workingday,Terlalu kering
2011-04-28,Summer,2011,Apr,21,0,Monday,Clear,0.56,0.5303,46.0,0.1343,27,167,194,workingday,Ideal
2011-04-28,Summer,2011,Apr,22,0,Monday,Clear,0.54,0.5152,45.0,0.1642,34,119,153,workingday,Ideal
2011-04-28,Summer,2011,Apr,23,0,Monday,Clear,0.54,0.5152,39.0,0.0896,29,81,110,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,0,0,Monday,Clear,0.52,0.5,39.0,0.2836,11,37,48,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,1,0,Monday,Clear,0.5,0.4848,45.0,0.0896,10,21,31,workingday,Ideal
2011-04-29,Summer,2011,Apr,2,0,Monday,Clear,0.46,0.4545,63.0,0.1045,2,8,10,workingday,Ideal
2011-04-29,Summer,2011,Apr,3,0,Monday,Clear,0.46,0.4545,59.0,0.0896,1,4,5,workingday,Ideal
2011-04-29,Summer,2011,Apr,4,0,Monday,Clear,0.46,0.4545,51.0,0.1343,0,6,6,workingday,Ideal
2011-04-29,Summer,2011,Apr,5,0,Monday,Clear,0.46,0.4545,47.0,0.1343,0,25,25,workingday,Ideal
2011-04-29,Summer,2011,Apr,6,0,Monday,Clear,0.5,0.4848,45.0,0.2836,4,67,71,workingday,Ideal
2011-04-29,Summer,2011,Apr,7,0,Monday,Clear,0.52,0.5,42.0,0.19399999999999998,18,222,240,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,8,0,Monday,Clear,0.54,0.5152,39.0,0.2985,35,386,421,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,9,0,Monday,Clear,0.54,0.5152,39.0,0.3284,45,185,230,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,10,0,Monday,Clear,0.56,0.5303,40.0,0.2836,57,99,156,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,11,0,Monday,Clear,0.6,0.6212,38.0,0.2239,49,108,157,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,12,0,Monday,Clear,0.56,0.5303,37.0,0.2836,63,160,223,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,13,0,Monday,Clear,0.56,0.5303,37.0,0.2985,74,234,308,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,14,0,Monday,Clear,0.6,0.6212,35.0,0.3284,58,190,248,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,15,0,Monday,Misty,0.56,0.5303,40.0,0.2985,77,175,252,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,16,0,Monday,Misty,0.54,0.5152,42.0,0.3582,59,240,299,workingday,Terlalu kering
2011-04-29,Summer,2011,Apr,17,0,Monday,Misty,0.52,0.5,45.0,0.3881,75,433,508,workingday,Ideal
2011-04-29,Summer,2011,Apr,18,0,Monday,Clear,0.52,0.5,48.0,0.3582,55,384,439,workingday,Ideal
2011-04-29,Summer,2011,Apr,19,0,Monday,Clear,0.46,0.4545,55.00000000000001,0.3284,40,230,270,workingday,Ideal
2011-04-29,Summer,2011,Apr,20,0,Monday,Clear,0.48,0.4697,48.0,0.2239,34,160,194,workingday,Ideal
2011-04-29,Summer,2011,Apr,21,0,Monday,Clear,0.46,0.4545,51.0,0.19399999999999998,50,145,195,workingday,Ideal
2011-04-29,Summer,2011,Apr,22,0,Monday,Clear,0.42,0.4242,57.99999999999999,0.1642,36,110,146,workingday,Ideal
2011-04-29,Summer,2011,Apr,23,0,Monday,Misty,0.44,0.4394,54.0,0.0896,25,88,113,workingday,Ideal
2011-04-30,Summer,2011,Apr,0,0,Sunday,Misty,0.44,0.4394,54.0,0.2537,33,73,106,weekend,Ideal
2011-04-30,Summer,2011,Apr,1,0,Sunday,Misty,0.44,0.4394,54.0,0.1642,15,59,74,weekend,Ideal
2011-04-30,Summer,2011,Apr,2,0,Sunday,Misty,0.44,0.4394,54.0,0.2239,12,53,65,weekend,Ideal
2011-04-30,Summer,2011,Apr,3,0,Sunday,Misty,0.42,0.4242,54.0,0.19399999999999998,4,13,17,weekend,Ideal
2011-04-30,Summer,2011,Apr,4,0,Sunday,Misty,0.42,0.4242,54.0,0.2239,2,5,7,weekend,Ideal
2011-04-30,Summer,2011,Apr,5,0,Sunday,Clear,0.42,0.4242,54.0,0.3881,3,4,7,weekend,Ideal
2011-04-30,Summer,2011,Apr,6,0,Sunday,Clear,0.4,0.4091,57.99999999999999,0.2836,10,11,21,weekend,Ideal
2011-04-30,Summer,2011,Apr,7,0,Sunday,Clear,0.4,0.4091,54.0,0.3881,21,27,48,weekend,Ideal
2011-04-30,Summer,2011,Apr,8,0,Sunday,Clear,0.4,0.4091,54.0,0.2985,21,70,91,weekend,Ideal
2011-04-30,Summer,2011,Apr,9,0,Sunday,Clear,0.44,0.4394,51.0,0.3582,35,121,156,weekend,Ideal
2011-04-30,Summer,2011,Apr,10,0,Sunday,Clear,0.48,0.4697,44.0,0.3881,94,185,279,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,11,0,Sunday,Clear,0.5,0.4848,42.0,0.3582,120,201,321,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,12,0,Sunday,Clear,0.52,0.5,42.0,0.3881,178,238,416,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,13,0,Sunday,Clear,0.54,0.5152,39.0,0.2985,185,270,455,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,14,0,Sunday,Clear,0.54,0.5152,39.0,0.2239,184,268,452,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,15,0,Sunday,Clear,0.56,0.5303,37.0,0.1343,217,282,499,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,16,0,Sunday,Clear,0.58,0.5455,37.0,0.19399999999999998,191,273,464,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,17,0,Sunday,Clear,0.56,0.5303,43.0,0.1343,162,245,407,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,18,0,Sunday,Clear,0.54,0.5152,43.0,0.1343,134,237,371,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,19,0,Sunday,Clear,0.54,0.5152,43.0,0.1343,150,237,387,weekend,Terlalu kering
2011-04-30,Summer,2011,Apr,20,0,Sunday,Clear,0.44,0.4394,62.0,0.1343,65,159,224,weekend,Ideal
2011-04-30,Summer,2011,Apr,21,0,Sunday,Clear,0.44,0.4394,62.0,0.1343,58,119,177,weekend,Ideal
2011-04-30,Summer,2011,Apr,22,0,Sunday,Clear,0.44,0.4394,67.0,0.1045,37,106,143,weekend,Terlalu Lembab
2011-04-30,Summer,2011,Apr,23,0,Sunday,Clear,0.44,0.4394,67.0,0.1045,34,91,125,weekend,Terlalu Lembab
2011-05-01,Summer,2011,May,0,0,Sunday,Clear,0.42,0.4242,67.0,0.0896,19,77,96,weekend,Terlalu Lembab
2011-05-01,Summer,2011,May,1,0,Sunday,Clear,0.42,0.4242,69.0,0.1045,9,50,59,weekend,Terlalu Lembab
2011-05-01,Summer,2011,May,2,0,Sunday,Clear,0.42,0.4242,77.0,0.1045,7,43,50,weekend,Terlalu Lembab
